#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr2-2617	chr2	109855595	109856095	+	47.9	0.763	191.0	9.98	2.94e-121	1.0
chr2-2818	chr2	107324055	107324555	+	47.9	0.653	177.0	24.15	1.67e-191	1.19
chr2-4097	chr2	6129984	6130484	+	47.9	0.703	115.0	26.36	1.1700000000000001e-198	1.11
chr4-8075	chr4	46649116	46649616	+	47.9	0.74	41.5	10.69	1.3799999999999999e-126	1.22
chr1-2592	chr1	191850625	191851125	+	47.9	0.761	186.0	20.52	2.93e-178	1.05
chr1-2611	chr1	181860573	181861073	+	47.9	0.749	183.5	7.6	9.57e-101	1.04
chr1-2627	chr1	169555606	169556106	+	47.9	0.725	182.5	16.76	5.7e-162	1.06
chr1-2774	chr1	166008897	166009397	+	47.9	0.789	170.5	9.53	9.82e-118	1.25
chr1-6976	chr1	162132862	162133362	+	47.9	0.623	57.0	21.44	8.46e-182	1.18
chr1-2582	chr1	160331873	160332373	+	47.9	0.758	187.0	57.64	1.65e-263	1.04
chr1-4826	chr1	150099612	150100112	+	47.9	0.776	88.0	7.25	2.7500000000000003e-97	1.09
chr1-2466	chr1	64941950	64942450	+	47.9	0.662	196.0	17.11	1.3100000000000001e-163	0.95
chr1-2615	chr1	40266382	40266882	+	47.9	0.741	183.0	4.5	6.9e-64	1.06
chr1-8804	chr1	36073145	36073645	+	47.9	0.703	43.0	8.39	4.6e-108	1.16
chr8-4820	chr8	110828535	110829035	+	47.9	0.757	65.0	8.87	2.88e-112	1.15
chr4-2292	chr4	33189295	33189795	+	47.9	0.667	185.0	60.7	7.819999999999999e-268	1.07
chr1-2777	chr1	72877784	72878284	+	47.9	0.68	170.0	7.73	5.15e-102	1.16
chr4-10933	chr4	56610166	56610666	+	47.9	0.767	29.0	16.83	2.78e-162	1.23
chr5-2210	chr5	140015717	140016217	+	47.9	0.684	187.5	20.52	2.93e-178	1.07
chr4-2394	chr4	127235688	127236188	+	47.9	0.675	176.0	17.45	3.2599999999999997e-165	1.12
chr8-2144	chr8	91065134	91065634	+	47.9	0.789	179.5	12.76	2.31e-140	1.15
chr8-11211	chr8	36189142	36189642	+	47.9	0.735	26.0	7.54	3.6e-100	1.49
chr7-3412	chr7	52016601	52017101	+	47.9	0.674	102.0	58.59	6.98e-265	1.1
chr7-2112	chr7	38111944	38112444	+	47.9	0.754	182.5	11.28	1.03e-130	1.09
chr7-2191	chr7	24599698	24600198	+	47.9	0.722	175.0	15.61	2.92e-156	1.14
chr7-7581	chr7	19628345	19628845	+	47.9	0.789	37.5	5.91	1.79e-82	1.3
chr6-1941	chr6	136492162	136492662	+	47.9	0.762	182.0	14.06	5.55e-148	1.09
chr6-1813	chr6	92427590	92428090	+	47.9	0.729	196.0	49.25	2.2799999999999998e-250	0.97
chr6-1918	chr6	90708164	90708664	+	47.9	0.694	184.0	10.22	4.13e-123	1.08
chr6-4468	chr6	30693305	30693805	+	47.9	0.669	68.0	12.48	1.4e-138	1.2
chr7-2050	chr7	100990850	100991350	+	47.9	0.774	188.5	11.87	1.2e-134	1.02
chr5-2154	chr5	138187677	138188177	+	47.9	0.579	192.5	4.91	1.04e-69	1.09
chr5-2192	chr5	49755910	49756410	+	47.9	0.619	188.5	13.33	9.220000000000001e-144	1.01
chr5-4289	chr5	122774603	122775103	+	47.9	0.74	84.0	10.24	2.85e-123	1.12
chr4-2273	chr4	133584060	133584560	+	47.9	0.715	187.5	6.98	1.9499999999999998e-94	1.05
chr4-9988	chr4	128793655	128794155	+	47.9	0.797	32.5	12.05	7.18e-136	1.26
chr4-4793	chr4	139380282	139380782	+	47.9	0.762	77.5	20.94	6.71e-180	1.25
chr4-2249	chr4	134924326	134924826	+	47.9	0.722	190.0	7.11	7.72e-96	1.14
chr5-4554	chr5	92277741	92278241	+	47.9	0.712	78.5	18.61	2.3699999999999997e-170	1.1
chr5-3633	chr5	105946704	105947204	+	47.9	0.73	103.0	62.85	9.3e-271	1.06
chr5-2323	chr5	112321338	112321838	+	47.9	0.759	178.5	6.08	1.43e-84	1.13
chr5-3799	chr5	113945106	113945606	+	47.9	0.739	97.5	4.53	3.2200000000000005e-64	1.12
chr5-4287	chr5	113989557	113990057	+	47.9	0.754	84.0	8.39	4.11e-108	1.06
chr13-2163	chr13	67108399	67108899	+	47.8	0.714	145.0	22.62	2.34e-186	1.12
chr13-12229	chr13	43969673	43970173	+	47.8	0.735	19.0	18.53	3.0899999999999997e-170	1.35
chr13-1774	chr13	43715529	43716029	+	47.8	0.764	182.0	45.13	2.71e-243	1.1
chr13-9528	chr13	41401685	41402185	+	47.8	0.793	25.0	7.86	2.12e-103	1.43
chr13-1773	chr13	38450714	38451214	+	47.8	0.715	182.0	59.25	5.03e-266	1.05
chr12-1463	chr12	108751821	108752321	+	47.8	0.762	188.0	13.39	2.49e-144	1.05
chr12-1505	chr12	107888005	107888505	+	47.8	0.76	181.5	47.68	7.1400000000000004e-248	1.05
chr12-2457	chr12	100272925	100273425	+	47.8	0.786	100.0	5.87	2.7999999999999997e-82	1.09
chr12-1532	chr12	100272925	100273425	+	47.8	0.781	177.5	5.88	2.6599999999999996e-82	1.09
chr12-1450	chr12	95641584	95642084	+	47.8	0.758	189.5	75.21	5.02e-286	1.05
chr11-5626	chr11	114673110	114673610	+	47.8	0.743	83.5	6.68	1.79e-91	1.16
chr12-3949	chr12	84316561	84317061	+	47.8	0.717	55.0	37.28	1.98e-227	1.34
chr12-1512	chr12	80140967	80141467	+	47.8	0.723	180.0	7.41	4.18e-99	1.08
chr12-1560	chr12	76013381	76013881	+	47.8	0.754	173.5	29.85	4.4e-209	1.14
chr12-1464	chr12	8875592	8876092	+	47.8	0.761	187.5	9.32	3.07e-116	1.04
chr11-3047	chr11	81414557	81415057	+	47.8	0.767	178.0	17.79	6.34e-167	1.13
chr11-14302	chr11	80085324	80085824	+	47.8	0.753	27.0	12.11	1.98e-136	1.21
chr11-2958	chr11	62268348	62268848	+	47.8	0.747	184.0	6.79	1.24e-92	1.09
chr11-2764	chr11	5219307	5219807	+	47.8	0.684	200.5	5.51	7.89e-78	1.03
chr13-1756	chr13	76939335	76939835	+	47.8	0.791	183.5	39.4	5.15e-232	1.11
chr10-6676	chr10	77121233	77121733	+	47.8	0.789	42.5	4.82	1.4499999999999998e-68	1.22
chr13-8086	chr13	74770375	74770875	+	47.8	0.634	30.5	17.12	7.41e-164	1.38
chr16-1271	chr16	63960741	63961241	+	47.8	0.854	184.0	26.67	7.83e-200	1.12
chr13-5053	chr13	85430774	85431274	+	47.8	0.705	52.5	10.32	4.800000000000001e-124	1.34
chr17-1607	chr17	5941179	5941679	+	47.8	0.692	194.5	11.74	5.23e-134	1.08
chr9-2065	chr9	57688107	57688607	+	47.8	0.571	187.0	18.76	3.33e-171	1.08
chr19-2717	chr19	29678873	29679373	+	47.8	0.734	72.0	9.97	2.24e-121	1.13
chr19-2745	chr19	17240690	17241190	+	47.8	0.818	71.0	24.66	2.12e-193	1.15
chr19-1364	chr19	3720627	3721127	+	47.8	0.795	168.5	8.96	2.95e-113	1.16
chr18-3970	chr18	42622320	42622820	+	47.8	0.765	46.5	12.0	1e-135	1.23
chr17-7196	chr17	79991116	79991616	+	47.8	0.735	32.5	24.75	1.03e-193	1.24
chr17-2880	chr17	75407332	75407832	+	47.8	0.705	98.0	51.68	1.36e-254	1.0
chr17-4010	chr17	31836187	31836687	+	47.8	0.788	64.5	6.17	8.720000000000001e-86	1.18
chr17-4832	chr17	21534468	21534968	+	47.8	0.701	51.5	8.09	1.37e-105	1.3
chr16-4811	chr16	30024594	30025094	+	47.8	0.68	37.0	4.78	4.33e-68	1.46
chr14-1258	chr14	30548017	30548517	+	47.8	0.685	192.0	10.0	1.19e-121	0.98
chr16-1252	chr16	20140877	20141377	+	47.8	0.715	185.5	65.78	8.86e-275	1.02
chr16-1295	chr16	3934674	3935174	+	47.8	0.764	179.0	8.95	3.76e-113	1.09
chr15-2139	chr15	99440361	99440861	+	47.8	0.701	184.5	4.47	1.47e-63	1.04
chr15-2226	chr15	90624162	90624662	+	47.8	0.783	177.5	24.55	4.8800000000000005e-193	1.15
chr15-2150	chr15	90369992	90370492	+	47.8	0.784	183.5	22.83	4.04e-187	1.13
chr15-3434	chr15	80641959	80642459	+	47.8	0.791	105.5	10.96	1.12e-128	1.09
chr15-2207	chr15	72801247	72801747	+	47.8	0.759	178.5	17.29	1.2200000000000001e-164	1.09
chr15-8114	chr15	58412604	58413104	+	47.8	0.787	38.0	19.15	6.74e-173	1.23
chr14-1302	chr14	70350539	70351039	+	47.8	0.5	185.5	5.37	5.04e-76	1.02
chr9-2123	chr9	85496851	85497351	+	47.8	0.783	182.0	93.74	1.5e-304	1.08
chr10-3829	chr10	80295483	80295983	+	47.8	0.701	82.5	9.46	2.22e-117	1.21
chr9-2048	chr9	57562971	57563471	+	47.8	0.696	189.0	13.35	4.37e-144	1.02
chr4-2259	chr4	129514267	129514767	+	47.8	0.697	189.0	13.74	2.4199999999999997e-146	1.07
chr4-2223	chr4	103199856	103200356	+	47.8	0.671	192.5	45.66	2.8799999999999997e-244	1.02
chr4-2488	chr4	19311005	19311505	+	47.8	0.809	168.5	102.67	3.25e-312	1.19
chr3-1898	chr3	100685222	100685722	+	47.8	0.755	187.5	40.34	5.63e-234	1.0
chr3-4602	chr3	89508090	89508590	+	47.8	0.679	67.0	12.9	2.12e-141	1.08
chr3-13454	chr3	83844705	83845205	+	47.8	0.672	19.5	8.41	1.68e-108	1.37
chr3-1854	chr3	58024716	58025216	+	47.8	0.68	191.5	122.42	0.0	0.97
chr3-1904	chr3	8666884	8667384	+	47.8	0.58	186.5	34.4	8.689999999999999e-221	1.07
chr2-6003	chr2	153542811	153543311	+	47.8	0.622	75.0	15.21	2.1300000000000002e-154	1.07
chr2-4698	chr2	127894897	127895397	+	47.8	0.761	99.5	27.35	6.9200000000000005e-202	1.13
chr2-5742	chr2	127683844	127684344	+	47.8	0.826	79.0	37.1	4.94e-227	1.21
chr2-2783	chr2	124933898	124934398	+	47.8	0.749	179.5	19.96	3.0899999999999998e-176	1.12
chr2-2502	chr2	21299657	21300157	+	47.8	0.748	200.5	49.75	1.98e-251	1.12
chr2-5350	chr2	9996066	9996566	+	47.8	0.79	85.5	54.66	2.79e-259	1.03
chr1-2697	chr1	189007605	189008105	+	47.8	0.793	177.0	53.83	5.369999999999999e-258	1.18
chr1-2488	chr1	170829783	170830283	+	47.8	0.679	195.0	21.96	5.63e-184	1.04
chr1-2524	chr1	139210462	139210962	+	47.8	0.735	192.0	54.97	9.39e-260	1.03
chr1-2476	chr1	92832620	92833120	+	47.8	0.565	195.5	4.14	1.43e-58	0.96
chr1-2521	chr1	59172207	59172707	+	47.8	0.705	192.0	11.71	8.06e-134	1.04
chr1-2482	chr1	43810231	43810731	+	47.8	0.741	195.0	8.53	1.6200000000000001e-109	1.04
chr1-5859	chr1	10037710	10038210	+	47.8	0.783	69.5	17.81	4.9200000000000005e-167	1.34
chr9-2060	chr9	46046988	46047488	+	47.8	0.689	187.5	11.53	1.3800000000000002e-132	1.01
chr4-9813	chr4	105610909	105611409	+	47.8	0.767	33.0	52.44	7.989999999999999e-256	1.27
chr2-6051	chr2	66656409	66656909	+	47.8	0.716	74.0	28.49	2.9799999999999998e-205	1.04
chr4-5460	chr4	134766718	134767218	+	47.8	0.755	66.0	4.85	4.88e-69	1.05
chr7-6884	chr7	13054156	13054656	+	47.8	0.706	42.0	6.8	9.55e-93	1.18
chr9-2127	chr9	32836330	32836830	+	47.8	0.752	181.5	16.73	5.26e-162	1.1
chr4-2197	chr4	139079399	139079899	+	47.8	0.756	195.0	12.38	3.94e-138	0.98
chr8-2237	chr8	116021606	116022106	+	47.8	0.848	171.0	53.83	5.369999999999999e-258	1.22
chr8-2201	chr8	88755068	88755568	+	47.8	0.652	174.0	33.69	4.7699999999999995e-219	1.17
chr8-2147	chr8	25993907	25994407	+	47.8	0.734	179.0	11.49	2.3600000000000002e-132	1.11
chr7-15875	chr7	91689766	91690266	+	47.8	0.751	16.5	26.05	6.93e-198	1.52
chr7-4060	chr7	89267540	89268040	+	47.8	0.736	82.5	67.96	1.59e-277	1.12
chr7-3507	chr7	80198128	80198628	+	47.8	0.689	98.5	4.33	1.9499999999999998e-61	1.05
chr7-2068	chr7	67535954	67536454	+	47.8	0.709	186.5	10.23	2.36e-123	1.03
chr7-2087	chr7	92463431	92463931	+	47.8	0.714	185.0	6.17	9.68e-86	1.04
chr6-1921	chr6	143858491	143858991	+	47.8	0.805	184.0	16.29	7.32e-160	1.08
chr4-2440	chr4	149780617	149781117	+	47.8	0.725	173.0	11.72	6.489999999999999e-134	1.19
chr6-1974	chr6	125481002	125481502	+	47.8	0.717	178.5	5.06	7.19e-72	1.13
chr6-1887	chr6	117652856	117653356	+	47.8	0.751	187.5	12.59	1.72e-139	1.06
chr6-1911	chr6	117313514	117314014	+	47.8	0.715	185.0	14.66	1.83e-151	1.08
chr6-3401	chr6	96268672	96269172	+	47.8	0.789	94.0	27.98	9.29e-204	1.09
chr5-2342	chr5	115010758	115011258	+	47.8	0.823	177.5	19.16	6.15e-173	1.18
chr5-5272	chr5	110338694	110339194	+	47.8	0.713	66.0	20.27	1.88e-177	1.18
chr5-2308	chr5	105573661	105574161	+	47.8	0.753	179.5	29.4	7.94e-208	1.11
chr5-2237	chr5	37437010	37437510	+	47.8	0.576	185.0	12.47	9.3e-139	1.26
chr12-1415	chr12	108942449	108942949	+	47.7	0.755	196.0	18.6	1.82e-169	1.06
chr12-1514	chr12	111992636	111993136	+	47.7	0.79	180.0	38.36	1.97e-228	1.12
chr13-4113	chr13	21881830	21882330	+	47.7	0.771	67.0	22.86	4.27e-186	1.13
chr13-2504	chr13	49186904	49187404	+	47.7	0.692	123.5	4.54	4.7600000000000006e-64	1.06
chr13-3148	chr13	59769323	59769823	+	47.7	0.727	95.0	8.6	1.9e-109	1.21
chr13-6975	chr13	77708382	77708882	+	47.7	0.779	36.0	98.5	6.1e-307	1.26
chr14-2732	chr14	99324435	99324935	+	47.7	0.783	76.5	32.97	5.76e-216	1.07
chr14-4976	chr14	30654112	30654612	+	47.7	0.761	37.5	7.26	7.53e-97	1.39
chr14-1293	chr14	51482244	51482744	+	47.7	0.626	187.0	17.89	2.4600000000000003e-166	1.01
chr15-12346	chr15	52948134	52948634	+	47.7	0.778	24.5	7.48	4.15e-99	1.13
chr14-1284	chr14	120234131	120234631	+	47.7	0.723	188.5	39.18	3.6199999999999997e-230	0.97
chr15-2124	chr15	43684151	43684651	+	47.7	0.66	186.5	46.03	1.72e-243	0.99
chr12-1402	chr12	16658166	16658666	+	47.7	0.708	198.5	24.86	6.85e-193	1.03
chr12-3110	chr12	44524522	44525022	+	47.7	0.671	75.0	44.54	8.9e-241	1.09
chr10-1989	chr10	128176392	128176892	+	47.7	0.801	173.5	10.13	8.04e-122	1.16
chr11-3016	chr11	121407293	121407793	+	47.7	0.69	180.5	6.86	9.939999999999999e-93	1.12
chr11-2985	chr11	115219218	115219718	+	47.7	0.724	182.5	26.4	8.59e-198	1.14
chr11-3226	chr11	103953750	103954250	+	47.7	0.722	167.5	6.13	1e-84	1.21
chr11-2992	chr11	101894206	101894706	+	47.7	0.803	182.0	14.41	3.81e-149	1.07
chr11-3087	chr11	99424402	99424902	+	47.7	0.752	175.0	69.87	3.2499999999999997e-278	1.13
chr11-3256	chr11	89023403	89023903	+	47.7	0.806	165.5	7.52	1.71e-99	1.29
chr11-3235	chr11	70284639	70285139	+	47.7	0.794	166.5	39.22	2.9799999999999998e-230	1.17
chr11-5222	chr11	44323264	44323764	+	47.7	0.667	92.0	11.53	8.92e-132	1.18
chr11-12406	chr11	30025778	30026278	+	47.7	0.691	31.5	19.99	2.88e-175	1.21
chr10-3929	chr10	120576816	120577316	+	47.7	0.824	80.5	16.79	2.6800000000000003e-161	1.23
chr10-4595	chr10	109515179	109515679	+	47.7	0.74	66.5	56.43	2.1e-260	1.1
chr10-1837	chr10	95709320	95709820	+	47.7	0.722	188.5	8.79	4.78e-111	1.1
chr15-7077	chr15	72207616	72208116	+	47.7	0.686	44.5	15.71	5.380000000000001e-156	1.39
chr15-11628	chr15	64532211	64532711	+	47.7	0.757	26.0	4.09	2.36e-57	1.43
chr19-2891	chr19	55461832	55462332	+	47.7	0.724	67.0	17.44	2.4900000000000003e-164	1.18
chr15-5226	chr15	81399460	81399960	+	47.7	0.876	63.5	8.38	1.83e-107	1.25
chr15-4912	chr15	90369992	90370492	+	47.7	0.782	68.5	22.76	1.0300000000000001e-185	1.13
chr10-4255	chr10	4386493	4386993	+	47.7	0.756	72.5	9.76	5.55e-119	1.32
chrX-2181	chrX	160137743	160138243	+	47.7	0.738	45.0	14.7	1.02e-150	1.41
chrX-648	chrX	48423618	48424118	+	47.7	0.75	177.0	16.56	3.36e-160	1.15
chrX-621	chrX	48208443	48208943	+	47.7	0.725	186.0	66.4	5.89e-274	1.08
chrX-2828	chrX	7276373	7276873	+	47.7	0.693	33.0	10.21	2.31e-122	1.25
chr19-1294	chr19	55969764	55970264	+	47.7	0.757	179.0	11.95	1.5e-134	1.09
chr19-7214	chr19	53310192	53310692	+	47.7	0.767	22.5	8.83	2.09e-111	1.32
chr19-1313	chr19	45652230	45652730	+	47.7	0.734	177.0	18.69	7.47e-170	1.15
chr19-3697	chr19	37391866	37392366	+	47.7	0.774	49.0	26.37	1.1099999999999998e-197	1.16
chr19-1319	chr19	35298806	35299306	+	47.7	0.772	176.0	24.45	1.52e-191	1.18
chr19-1322	chr19	30090162	30090662	+	47.7	0.781	175.5	24.89	5.38e-193	1.13
chr19-1307	chr19	17240690	17241190	+	47.7	0.818	177.5	24.58	5.89e-192	1.15
chr19-1361	chr19	6840544	6841044	+	47.7	0.605	169.0	11.92	2.46e-134	1.02
chr19-1342	chr19	3720627	3721127	+	47.7	0.803	172.0	8.94	2.76e-112	1.15
chr18-1231	chr18	82462030	82462530	+	47.7	0.733	179.5	12.52	4.1e-138	1.13
chr18-1267	chr18	80046684	80047184	+	47.7	0.712	174.5	43.15	3.7499999999999996e-238	1.13
chr18-1256	chr18	68241813	68242313	+	47.7	0.788	176.0	29.75	1.5199999999999999e-207	1.09
chr18-2084	chr18	56370259	56370759	+	47.7	0.791	100.0	33.87	3.64e-218	1.08
chr18-2607	chr18	32240029	32240529	+	47.7	0.719	76.5	44.29	2.6599999999999997e-240	1.18
chr18-1120	chr18	16809165	16809665	+	47.7	0.743	195.0	15.2	2.27e-153	1.01
chr17-3397	chr17	84636396	84636896	+	47.7	0.738	79.5	27.85	3.9e-202	1.05
chr17-4294	chr17	71355479	71355979	+	47.7	0.7	59.5	42.4	1.09e-236	1.16
chr17-3122	chr17	56764547	56765047	+	47.7	0.714	88.0	15.11	6.15e-153	1.27
chr17-3968	chr17	53583784	53584284	+	47.7	0.74	65.5	10.1	1.46e-121	1.11
chr17-1673	chr17	34684106	34684606	+	47.7	0.718	187.0	6.97	6.8e-94	1.05
chr16-2660	chr16	94586292	94586792	+	47.7	0.744	73.5	6.85	1.1499999999999999e-92	1.06
chr16-1324	chr16	5085212	5085712	+	47.7	0.784	174.5	54.14	5.84e-257	1.18
chr10-4736	chr10	14602593	14603093	+	47.7	0.659	63.5	18.08	3.43e-167	1.38
chr3-2069	chr3	96087750	96088250	+	47.7	0.743	171.0	9.61	9.13e-118	1.17
chr9-2142	chr9	123478482	123478982	+	47.7	0.582	180.5	6.37	2.05e-87	1.15
chr5-2204	chr5	127537504	127538004	+	47.7	0.733	188.0	98.5	6.1e-307	1.04
chr5-4600	chr5	121618618	121619118	+	47.7	0.782	77.5	8.24	3.02e-106	1.25
chr5-3971	chr5	107868869	107869369	+	47.7	0.797	92.5	20.51	2.48e-177	1.27
chr5-2255	chr5	101241068	101241568	+	47.7	0.72	184.0	33.23	1.3399999999999999e-216	1.01
chr5-2157	chr5	92234868	92235368	+	47.7	0.781	192.0	7.15	9.47e-96	1.02
chr5-2285	chr5	76922801	76923301	+	47.7	0.72	181.0	17.21	2.93e-163	1.12
chr5-6165	chr5	76140085	76140585	+	47.7	0.791	54.5	17.76	9.53e-166	1.27
chr5-2171	chr5	31179632	31180132	+	47.7	0.725	190.5	4.9	3.18e-69	1.07
chr5-6042	chr5	29725240	29725740	+	47.7	0.678	55.5	4.83	3.43e-68	1.11
chr5-2298	chr5	16638447	16638947	+	47.7	0.767	180.0	20.2	4.2e-176	1.09
chr4-2309	chr4	105278514	105279014	+	47.7	0.764	183.5	18.64	1.27e-169	1.08
chr4-7887	chr4	52438708	52439208	+	47.7	0.714	42.5	57.52	5.38e-262	1.35
chr3-4649	chr3	144589496	144589996	+	47.7	0.785	66.5	4.8	7.69e-68	1.17
chr3-4470	chr3	120421161	120421661	+	47.7	0.757	69.5	14.67	1.4399999999999999e-150	1.13
chr3-3305	chr3	101313234	101313734	+	47.7	0.703	101.0	8.25	2.42e-106	1.12
chr3-1875	chr3	89090561	89091061	+	47.7	0.608	189.5	4.81	6.5899999999999995e-68	1.02
chr2-2669	chr2	145789523	145790023	+	47.7	0.704	187.5	38.75	2.97e-229	0.99
chr2-3444	chr2	113848713	113849213	+	47.7	0.624	142.5	28.93	2.99e-205	1.41
chr2-7843	chr2	90940161	90940661	+	47.7	0.733	54.5	13.57	1.98e-144	1.41
chr2-14742	chr2	66677451	66677951	+	47.7	0.733	26.5	35.94	4.66e-223	1.25
chr2-2651	chr2	30772552	30773052	+	47.7	0.61	188.5	5.07	1.61e-71	0.99
chr1-12554	chr1	168431906	168432406	+	47.7	0.529	29.0	9.57	1.67e-117	1.13
chr1-5138	chr1	161635644	161636144	+	47.7	0.695	82.0	20.45	4.47e-177	1.08
chr9-6833	chr9	121777387	121777887	+	47.7	0.762	47.0	8.19	9.31e-106	1.22
chr1-12463	chr1	90203693	90204193	+	47.7	0.678	29.0	5.64	8.68e-79	1.48
chr1-7273	chr1	63916787	63917287	+	47.7	0.666	54.0	36.62	1.33e-224	1.08
chr1-5556	chr1	40847075	40847575	+	47.7	0.717	74.5	5.56	7.33e-78	1.37
chr1-2506	chr1	35208952	35209452	+	47.7	0.596	193.0	26.83	4.42e-199	1.11
chr5-2152	chr5	122621481	122621981	+	47.7	0.727	192.5	12.81	6.32e-140	1.02
chr1-3033	chr1	135944703	135945203	+	47.7	0.833	154.5	8.5	1.54e-108	1.36
chr5-7209	chr5	136499299	136499799	+	47.7	0.746	45.5	6.41	6.92e-88	1.2
chr8-6051	chr8	36155349	36155849	+	47.7	0.706	49.5	13.14	6.4499999999999996e-142	1.21
chr5-4012	chr5	139931997	139932497	+	47.7	0.663	91.5	17.34	7.280000000000001e-164	1.02
chr9-2058	chr9	114112214	114112714	+	47.7	0.733	188.0	29.1	9.68e-206	1.03
chr9-2183	chr9	77528575	77529075	+	47.7	0.846	176.5	22.45	1.2600000000000001e-184	1.21
chr9-2144	chr9	44104813	44105313	+	47.7	0.8	180.0	8.97	1.45e-112	1.14
chr9-5326	chr9	37669101	37669601	+	47.7	0.706	62.0	34.41	1.81e-219	1.16
chr9-7174	chr9	33858336	33858836	+	47.7	0.724	44.0	12.58	1.52e-138	1.38
chr9-14431	chr9	15103530	15104030	+	47.7	0.661	20.5	8.69	3.6300000000000005e-110	1.31
chr8-7029	chr8	123884685	123885185	+	47.7	0.829	42.5	17.32	9.32e-164	1.2
chr8-2151	chr8	111536090	111536590	+	47.7	0.599	179.0	14.75	5.12e-151	1.12
chr8-2008	chr8	85429186	85429686	+	47.7	0.723	193.0	7.39	3.53e-98	1.05
chr8-2034	chr8	82777319	82777819	+	47.7	0.703	189.0	14.75	5.12e-151	1.05
chr8-2245	chr8	70359352	70359852	+	47.7	0.847	170.0	8.9	5.22e-112	1.23
chr8-2042	chr8	64406985	64407485	+	47.7	0.679	188.5	35.94	4.66e-223	1.0
chr9-9971	chr9	74122879	74123379	+	47.7	0.742	30.5	18.09	3.15e-167	1.4
chr6-2248	chr6	50112714	50113214	+	47.7	0.809	155.0	48.15	3.22e-247	1.38
chr7-11225	chr7	70036638	70037138	+	47.7	0.716	24.0	8.93	2.99e-112	1.54
chr8-4043	chr8	34188880	34189380	+	47.7	0.782	81.5	16.99	3.09e-162	1.14
chr6-3001	chr6	54248767	54249267	+	47.7	0.785	112.0	6.81	3.32e-92	1.17
chr6-7861	chr6	72414015	72414515	+	47.7	0.795	36.0	12.37	3.08e-137	1.44
chr7-8619	chr7	45286486	45286986	+	47.7	0.799	32.5	29.24	4.1300000000000003e-206	1.22
chr7-2105	chr7	59027410	59027910	+	47.7	0.777	183.0	173.58	0.0	1.1
chr6-1878	chr6	5082632	5083132	+	47.7	0.485	188.5	22.9	3.0699999999999997e-186	1.05
chr7-2073	chr7	78847042	78847542	+	47.7	0.763	186.0	85.83	2.07e-295	1.09
chr8-5899	chr8	31993596	31994096	+	47.7	0.651	51.0	8.33	5.1800000000000004e-107	1.13
chr7-7171	chr7	143829357	143829857	+	47.7	0.582	40.5	8.29	1.12e-106	1.32
chr8-2077	chr8	22433160	22433660	+	47.7	0.69	185.5	34.38	2.14e-219	1.04
chr7-4883	chr7	120634924	120635424	+	47.7	0.706	64.5	23.35	8.67e-188	1.24
chr11-3133	chr11	120624240	120624740	+	47.6	0.635	172.0	5.07	1.21e-71	1.25
chr11-3090	chr11	120624762	120625262	+	47.6	0.642	175.0	5.07	1.31e-71	1.15
chr11-5952	chr11	121042540	121043040	+	47.6	0.743	77.5	9.74	5.55e-119	1.08
chr12-1457	chr12	10266119	10266619	+	47.6	0.707	188.0	79.28	5.520000000000001e-289	1.0
chr12-1520	chr12	80096757	80097257	+	47.6	0.707	179.0	11.72	3.3900000000000003e-133	1.07
chr12-1471	chr12	84316790	84317290	+	47.6	0.625	186.5	36.98	1.2699999999999999e-225	1.08
chr12-5169	chr12	81123779	81124279	+	47.6	0.701	40.5	17.14	3.7500000000000006e-163	1.25
chr12-1572	chr12	86100659	86101159	+	47.6	0.584	172.5	7.38	3e-98	1.09
chr13-1810	chr13	30095858	30096358	+	47.6	0.83	178.5	35.78	6.63e-223	1.14
chr13-1647	chr13	47216168	47216668	+	47.6	0.547	195.0	10.22	1.2000000000000001e-122	1.02
chr11-6938	chr11	88495576	88496076	+	47.6	0.656	63.5	6.83	1.1499999999999999e-92	1.43
chr13-5513	chr13	95584816	95585316	+	47.6	0.722	47.5	8.91	3.11e-112	1.15
chr9-2115	chr9	103907970	103908470	+	47.6	0.741	183.0	17.31	6.17e-164	1.05
chr10-1765	chr10	91241508	91242008	+	47.6	0.679	197.5	46.69	7.010000000000001e-245	1.08
chr11-15337	chr11	74992337	74992837	+	47.6	0.679	25.0	10.97	3.88e-128	1.22
chr11-6422	chr11	65816133	65816633	+	47.6	0.65	70.0	15.45	7.06e-155	1.14
chr11-14745	chr11	62220656	62221156	+	47.6	0.77	26.0	11.71	3.57e-133	1.41
chr11-23258	chr11	20631118	20631618	+	47.6	0.63	16.5	4.59	5.69e-65	1.71
chr11-3010	chr11	6528456	6528956	+	47.6	0.766	180.5	5.93	1.46e-82	1.11
chr10-2016	chr10	80854988	80855488	+	47.6	0.735	170.5	17.24	1.4000000000000003e-163	1.13
chr10-14411	chr10	40871938	40872438	+	47.6	0.721	18.5	7.24	6.63e-97	1.51
chr10-1796	chr10	40317075	40317575	+	47.6	0.693	193.5	7.23	8.540000000000001e-97	1.02
chr9-4835	chr9	110304849	110305349	+	47.6	0.675	69.5	13.32	3.55e-143	1.48
chr9-2078	chr9	103932472	103932972	+	47.6	0.765	186.5	21.01	1.8800000000000002e-179	1.05
chr14-1331	chr14	68050902	68051402	+	47.6	0.744	181.5	9.12	5.42e-114	1.09
